i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
15,28,2586677,2602740,2581648,2551618,2587934,2586607,2544703,2585768,2574175,2580042,2590029,2536812,2593870,2586188,2551408,2567401,2572221,2552944,2558182,2556506,2537999,2593312,2570474,2540654,2550989,2561953,2544913,2579414,2573757,2551618,2544984,2571312
15,33,3172552,3199788,3210264,3173319,3184912,3174297,3172831,3170038,3194830,3194481,3186798,3202792,3192176,3187497,3176811,3168780,3215293,3227933,3179116,3176672,3167733,3178348,3177301,3159422,3188335,3185472,3207331,3165917,3182469,3221089,3180234,3190221
15,28,4088273,4088482,4081219,4081988,4068718,4090927,4088902,4083873,4082686,4082197,4110552,4119002,4088063,4085340,4092743,4078495,4085759,4123053,4101333,4096095,4082965,4103428,4082547,4094768,4108037,4089390,4068788,4125636,4383690,4450525,4115371,4137580
15,28,4911808,4967819,4934436,4963419,4929687,4955527,4938068,4942118,4958111,4925706,4902310,4896374,4872629,4930385,4935065,4912507,4921097,4950149,4921027,4930386,4912786,4909922,4871302,4889111,4923821,4910760,4922354,4904196,4911809,4913903,4909713,4934925
15,28,3015695,3047890,3026380,3015485,2998793,3026729,3004799,3034969,3030220,3059133,3013739,3012412,3009689,3030570,3033434,3038601,3042233,3050683,3003613,3020792,3029871,3034900,3037973,2998863,3020792,2998514,3039789,3002285,3028684,3010876,3003123,3006266
15,26,4350796,4322931,4384878,4375240,4358339,4338435,4370979,4321813,4387881,4388788,4369932,4352542,4355405,4339692,4356173,4363297,4372795,4370211,4370491,4347025,4392210,4353240,4376287,4373075,4351215,4382991,4380268,4392070,4345977,4333685,4376427,4351494
15,27,2137476,2126162,2146415,2123996,2142644,2125463,2123228,2142434,2132796,2135450,2140758,2149907,2135590,2142783,2129724,2151513,2152491,2125673,2121832,2150396,2125812,2155214,2160732,2139501,2148580,2135939,2145297,2125324,2149209,2147462,2146904,2141038
15,28,1027673,1017895,1016569,1016709,1020130,1017686,1016779,1014962,1021109,1018314,1002810,1018873,1024320,1015940,1003230,1032282,1020340,1019362,1016219,1036402,1018454,1012588,1005534,1006861,1006302,1005604,1005185,1009794,1019152,1016359,1014334,1016708
15,23,5182223,5221472,5216654,5216374,5213301,5248639,5189625,5200241,5197029,5251083,5209320,5208552,5230901,5251992,5218678,5187251,5219935,5193746,5203943,5190185,5235161,5197447,5242423,5216653,5177963,5229643,5214558,5224963,5194794,5181315,5185925,5180267
15,30,7423968,7382344,7403574,7368306,7414958,7363278,7385766,7407346,7360484,7358319,7364325,7418101,7379061,7401270,7416495,7375500,7409022,7411746,7395404,7346028,7356154,7351336,7385067,7410209,7371309,7381087,7361951,7334994,7345958,7403365,7372636,7390095
15,26,3611626,3608763,3623708,3570770,3614838,3555196,3602546,3555197,3577265,3605899,3623358,3597449,3590744,3570002,3585646,3573355,3594027,3574891,3608972,3644660,3551635,3588999,3595354,3586833,3589627,3600103,3615536,3555336,3591163,3598706,3612533,3577545
15,25,1499711,1507253,1484765,1520942,1478550,1481763,1494752,1485813,1508860,1517310,1496848,1501527,1548598,1497477,1498105,1498314,1504530,1514308,1495870,1507463,1498244,1504599,1500479,1495241,1500339,1501527,1486092,1485324,1496010,1487559,1499152,1482740
15,19,6334208,6345941,6360817,6381000,6371362,6389520,6373178,6380301,6348874,6397621,6370384,6379114,6421087,6382816,6406072,6394688,6356416,6418084,6359838,6366892,6347477,6399717,6326107,6365007,6329459,6341890,6371152,6333091,6353973,6415011,6361934,6327643
15,32,2907654,2914499,2910308,2884747,2924275,2919736,2900461,2903953,2904163,2888239,2925463,2926441,2867428,2923507,2912961,2890823,2916524,2883979,2883839,2911914,2899204,2903325,2904860,2897876,2905978,2892499,2899274,2938802,2901788,2911007,2914708,2892080
15,21,3548491,3566370,3546955,3552752,3558130,3530334,3542066,3522581,3575100,3544581,3537597,3541996,3532498,3553381,3525934,3536899,3533476,3525934,3538574,3518811,3550308,3584598,3522023,3512735,3539343,3548980,3555126,3550587,3524328,3561971,3517902,3569094
15,21,3439684,3422782,3421316,3430675,3415449,3421805,3414192,3402250,3447436,3433188,3437519,3408814,3456724,3412167,3420199,3440871,3421036,3396035,3428579,3417614,3444712,3449252,3409304,3414332,3407348,3408955,3433887,3437519,3418872,3438636,3438008,3442547
15,25,1255277,1254299,1256813,1254159,1277136,1258838,1260514,1259886,1252343,1249340,1258000,1280837,1260933,1265752,1276927,1259118,1255904,1290475,1259327,1262959,1251156,1253809,1273923,1265403,1264356,1263307,1295852,1262470,1282722,1264844,1251435,1249410
15,29,3429557,3421735,3431931,3395825,3389260,3433328,3427113,3422503,3417894,3437309,3438985,3415240,3458749,3425995,3421456,3408885,3439614,3418523,3408187,3444363,3452394,3446178,3413564,3429906,3432071,3454838,3411538,3416707,3474044,3412586,3422364,3409095
15,29,1576672,1569968,1571366,1561168,1577999,1564171,1555511,1554604,1555721,1547340,1581771,1558933,1589034,1561798,1546922,1576393,1573809,1569131,1544756,1545315,1555163,1568013,1550693,1561448,1582330,1566407,1557397,1565708,1569270,1546433,1561798,1580025
15,26,3021142,3008291,2981264,2987200,3032874,3004101,2983708,3002425,3011993,3032525,3036786,3010038,3011155,3011992,3007733,2993416,3004659,2992647,3004450,2992438,3038253,3011574,2997536,3044747,3011853,2995999,2981962,3023306,2994254,2982312,3024634,3011854
