i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
15,0,283614,215173,214753,212797,214194,214404,216081,213566,214543,214963,213985,214962,213845,214683,214543,214544,216359,214543,253374,212519,214544,212099,214264,215172,214963,215940,216290,215521,214474,215242,214125,213985
15,0,214893,214404,214823,214334,214823,259590,213287,216429,215521,212239,215592,216429,214264,216359,216289,214893,216220,216569,214683,214473,215801,215661,215312,257005,213217,214823,214543,216918,214055,212239,214474,216918
15,0,212937,212030,211890,213147,212728,213217,211401,212030,215801,231095,225788,212379,212519,212798,213915,215661,215103,216150,216918,216569,216010,214125,215381,216569,214125,216150,213915,214684,238568,215521,215103,216779
15,0,214963,215591,215032,214893,216010,214404,214544,215102,216290,216290,215522,215312,215731,215103,242060,215381,215801,216150,216569,215661,213216,214683,214404,214544,215382,214963,216010,215731,214753,216360,215871,217198
15,0,212797,237171,213566,215871,214404,216918,214754,216430,214753,215382,216290,214474,212588,212309,211471,214823,216500,213147,216430,247368,216150,215801,213985,216569,215801,213776,213357,215941,215940,215591,212239,213427
15,0,216709,214963,215032,213915,214893,215312,218664,213636,215801,217477,212378,212798,216150,214334,215522,216849,214963,215382,214125,214543,215242,215033,216779,214684,220061,213287,215591,215102,215032,215381,213356,214125
15,0,215591,216988,215451,214543,215661,216149,214893,215452,214544,215242,215452,219921,215032,214404,215242,214753,214474,211681,211681,212379,214334,213845,213845,215451,214334,215522,217268,215871,213357,218944,213287,214195
15,0,215173,215941,215731,216359,214054,213496,213286,213985,213706,214823,213845,215242,215661,215940,215172,215592,220410,214823,215731,215591,214404,212449,213776,216430,217338,215661,216639,214893,212867,215102,216430,216011
15,0,216220,214543,217407,215801,215591,215661,215592,215661,215731,214334,214264,214613,215381,213217,212100,212309,212100,214614,214893,214962,216848,219362,214543,216569,215661,216359,217407,215172,215871,214474,213775,215521
15,0,213985,213635,213775,215661,216988,213915,215521,218734,216848,215731,216569,215452,214613,215382,216500,214963,214055,214404,213217,216011,216499,214124,214753,215173,213287,215522,219921,214962,214334,214614,212797,214823
15,0,215381,214683,213775,213216,214823,216080,215592,214474,214265,214684,215382,215661,220550,215382,213705,213147,215731,215381,213566,216360,216360,214194,214823,214544,215242,214404,214473,214264,213775,214823,214684,218385
15,0,214474,213846,213287,216150,214404,214684,214963,215172,216290,215941,216220,213776,215382,215242,214474,215242,213217,218035,214683,216219,213147,215801,214962,214474,214544,215451,216220,215172,214893,213636,214614,216290
15,0,216010,215033,215451,215451,219781,213635,212518,212867,212588,212658,214474,215661,215103,215033,214963,215451,215032,216011,213985,215521,214543,215312,215033,218036,216220,215591,214055,215661,216359,215661,216080,216569
15,0,215312,215452,216779,216290,216220,214683,213846,215242,215382,220271,216359,214404,215032,216289,215172,214613,214753,215103,212728,213985,216360,214823,215173,215941,214195,214264,212658,214404,219921,215312,213566,215172
15,0,214124,217058,214963,216708,215661,215941,214544,215451,215731,214334,214683,215312,215382,214963,218524,215173,214823,214124,215032,214334,213636,216010,213147,214962,213566,214474,213985,212658,212658,212868,216849,214753
15,0,214683,220200,215661,212309,212588,214055,214893,215242,215940,214474,211261,212099,216290,216010,214334,214823,214753,213985,213775,219572,214962,214194,213356,215172,216081,215522,215731,214962,214194,215172,215801,214753
15,0,214613,214823,213077,215661,216359,215731,217756,214404,214125,212309,211540,211541,212868,212868,216918,214963,216011,215731,214055,215103,214125,213426,214054,214613,219013,215451,216150,214823,214753,215451,213496,214963
15,0,217128,213985,214753,214264,214893,214474,213915,215661,215033,215731,215661,220550,214963,215382,213985,215382,212239,214404,213845,215591,216569,215661,213286,215591,217057,216220,214753,214474,215382,220480,212169,214473
15,0,214963,215382,216150,216359,216011,214684,214893,213497,215591,215382,215522,215522,214684,215242,211959,212309,219642,214473,215312,215242,215102,215521,211959,213915,214684,213846,212937,214334,215521,214543,214683,215731
15,0,212309,214893,220479,214544,216639,215871,214334,214823,214334,214054,215242,214823,215312,215452,216150,213217,214125,215382,216080,214753,215591,219153,213776,216080,217407,216779,214963,214543,213915,215941,216848,215102
