i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
15,225,810894,801815,782051,790990,847140,782540,827097,875984,850213,981789,829401,806006,797485,850074,785473,828354,806075,812640,844068,797834,805098,808520,795041,817948,778489,814805,867952,797136,911043,846791,886320,893653
15,203,1413599,1374560,1341527,1345857,1271409,1271409,1320645,1298297,1288170,1290404,1303814,1360593,1300322,1284678,1304791,1300462,1297458,1324346,1274971,1295713,1292570,1313102,1287612,1288100,1309610,1290335,1309121,1309051,1311077,1329654,1298785,1297179
15,202,632178,638952,627778,604592,617861,618279,604522,621702,597188,620235,607873,612204,639999,617092,634761,610807,638253,622749,597119,635949,638323,628406,618978,604731,635740,628895,606337,615137,633295,623378,601798,601379
15,192,596490,604312,610668,580777,595862,590554,572256,580008,579798,597677,572326,593487,582662,595512,589367,588807,589157,606197,578611,568834,588040,583361,598516,606268,607944,597538,605778,595303,602845,584548,575469,587341
15,174,724504,749926,729392,745386,734561,738611,740637,733513,723387,721221,744199,736027,744967,722479,733513,725621,724853,743430,743709,750833,743151,721501,730650,709768,737005,739938,744478,717451,714726,756420,740566,749366
15,160,1520034,1505577,1526109,1518916,1550064,1515075,1498872,1507323,1507811,1527018,1500968,1528763,1533652,1487977,1524573,1528135,1530299,1525900,1490701,1492377,1523176,1525760,1490841,1527296,1490352,1519195,1525760,1531348,1540147,1522408,1515006,1494613
15,158,581894,606268,586783,605569,608642,611575,594255,614298,588458,598026,593207,578541,605010,611436,599563,587131,606198,598585,615766,583919,585106,599004,577983,612483,607315,603683,575748,592579,587272,614788,604941,612344
15,137,664233,676386,659763,667795,667237,671706,658087,653199,645587,672614,674500,666887,665211,675268,670170,666538,675197,664862,631968,640977,658297,661649,633155,659485,675128,673382,657599,648450,645447,665630,669751,644050
15,135,592021,590414,572256,576377,577215,560733,582522,594325,598655,587900,561152,560942,581196,592440,589087,582942,577913,598026,581964,588040,592649,562758,575189,597328,576935,587830,580707,582033,570231,585036,589995,592580
15,131,748180,746084,726530,719685,714377,716542,731349,731976,724085,751392,733024,715494,732116,757608,740147,728345,728276,749995,729113,741614,737844,721850,742871,750065,794901,750833,752299,742243,758655,738193,730510,727507
15,98,1771173,1774734,1788422,1789260,1808536,1789820,1780112,1786048,1763211,1761675,1774525,1809094,1793451,1767751,1781509,1778715,1769497,1796943,1767680,1800993,1775433,1779693,1763630,1796314,1755249,1743377,1791984,1783883,1786118,1785140,1807838,1799527
15,95,1193818,1182015,1197939,1203316,1172029,1215957,1219938,1175940,1188091,1209881,1174543,1199265,1178943,1191444,1180899,1176917,1173007,1202967,1186206,1170353,1164626,1171610,1165743,1160436,1188301,1185158,1207925,1212674,1199265,1206249,1165604,1187393
15,83,1227480,1200662,1220566,1190256,1210580,1222871,1218471,1222592,1220008,1200802,1202059,1194796,1188511,1210020,1200243,1223220,1200802,1194307,1203875,1192701,1199964,1198498,1223360,1208555,1201501,1205900,1187393,1201779,1203875,1218332,1201291,1198078
15,65,2142224,2136358,2173302,2151512,2159754,2142503,2168623,2144389,2152420,2170509,2107793,2146485,2138802,2142015,2158567,2156262,2150954,2165830,2127278,2218278,2136148,2159125,2160242,2168623,2150535,2151513,2173092,2155075,2151653,2153119,2119597,2142085
15,52,806634,776045,783308,784984,802095,780654,788197,773531,785753,785613,788965,775276,789174,803561,812151,784076,782679,797904,783447,787498,778210,779955,778629,784146,788616,785333,786171,783238,783797,789104,770946,782958
15,49,3872052,3894750,3877849,3907670,3896985,3866884,3863043,3851241,3855711,3854314,3872122,3852009,3861646,3860599,3864999,3877151,3877360,3923383,3891747,3843697,3861576,3874078,3918076,3887556,3869678,3878897,3878827,3881340,3897753,4090087,3898591,3857177
15,36,6133211,6126018,6113377,6119523,6088794,6089632,6058345,6123085,6078248,6064979,6087886,6089562,6111701,6119732,6118754,6137471,6107581,6086908,6109605,6110933,6144874,6166384,6073569,6113097,6100527,6115193,6128532,6081531,6088864,6130977,6076852,6117846
15,23,8773174,8746566,8729455,8761162,8743562,8775269,8781275,8737067,8699145,8735112,8701030,8723379,8757041,8769402,8702637,8750197,8715278,8721702,8756273,8764305,8742096,8705430,8665413,8678054,8689368,8732878,8743633,8758718,8719677,8764025,8703475,8743912
15,17,18191795,18158133,18183414,18224618,18325884,18265684,18398167,18232370,18170563,18198429,18245850,18262052,18213584,18227970,18215679,18176430,18177338,18260515,18269315,18234117,18206461,18212327,18229297,18145422,18202271,18253880,18282863,18269595,18240611,18285517,18212118,18188931
15,0,49644860,49604633,49905077,49635711,49604353,49601490,49609661,49605680,49620695,49613642,49602677,49630752,49630822,49623629,49865898,49631940,49606379,49624187,49640529,49591573,49613222,49601071,49591922,49604563,49606309,49585777,49865060,49703384,49596252,49655265,49590036,49887409
