i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
1,0,6076,1676,1047,1047,1047,1047,1047,1048,1048,1047,977,1047,977,1047,978,978,1048,1048,978,978,1048,978,1048,978,977,908,1048,908,978,978,978,978
2,0,4190,2654,2654,2584,2584,2514,2445,2445,2515,2375,2444,2445,2445,2444,2444,2445,2445,2375,2375,2374,2514,2375,2374,2444,2514,2445,2444,2444,2444,2375,2375,2374
3,2,9010,7054,6915,6216,6635,6705,6704,6705,6565,6495,6566,6635,6635,6565,6704,6635,6705,6635,6705,6565,6565,6077,6635,6565,6775,6705,6565,6635,6705,6705,6705,6635
4,2,11664,10127,9988,9778,9847,9219,9708,9708,9638,9847,9638,9778,9778,9638,9708,9638,9708,9219,9638,9708,9638,9568,9708,9708,9639,9638,9568,9568,9569,9778,9150,9569
5,2,33454,30870,30451,30171,30451,30311,30242,30032,30242,30172,30242,30172,30171,30172,30172,30032,29892,29823,30102,30311,29753,29543,29822,30172,30241,30242,30102,30242,30381,30171,30102,30452
6,8,112026,119359,133957,226428,215811,213646,214135,210712,212599,211760,211621,210643,212599,211621,212319,210923,210992,212459,212948,220142,166782,106159,146878,106788,106858,105950,105741,130115,133538,142128,155818,121106
7,12,178306,288447,319247,314917,313310,313171,315056,313939,314078,322320,310936,311913,313171,312123,312542,312821,310516,314428,313869,308631,311006,320155,309399,310866,310657,309330,309189,307863,311704,308841,309050,311076
8,18,301018,296688,325044,262187,262466,262046,262396,262047,262465,270847,281114,275246,262396,262396,262885,262326,236694,162731,191227,238789,260790,262187,260929,243399,218326,205545,214204,189551,193532,191157,190878,193112
9,23,650716,621662,594493,600919,588836,571166,569560,601199,567675,571096,570956,569839,568094,576195,583738,572703,569630,572494,569071,572564,574518,593656,555661,552588,554754,554683,554264,552378,560830,552239,553007,551052
10,24,333704,329095,330562,329374,330701,328466,337685,329443,327418,326999,338942,340479,329653,337406,327209,327628,327558,326930,355844,319107,320713,321062,318060,321133,319876,320015,321063,319736,319526,320085,339501,319666
11,33,869810,1018503,1023741,1090022,1102313,1022275,846971,859752,843270,848788,845645,843898,853956,820920,818197,820641,822736,826019,816939,820781,819873,817568,825042,819454,820292,818965,838102,799479,797384,796895,801365,805206
12,26,3491742,3508224,3430630,3408281,3396896,3387956,3300444,3297302,3301144,3261613,3215447,3220895,3212654,3213212,3223130,3218869,3213771,3226831,3217472,3217542,3217682,3214609,3221942,3217542,3215936,3218730,3213981,3209301,3212444,3213561,3213352,3217542
13,43,1979107,1974079,1966815,1967654,1962346,1973939,1965977,1967723,1968422,1971285,1969190,1971425,1971215,1972263,1966885,1969400,1963114,1972123,1968352,1970238,1967794,1974358,1966536,1973799,1966117,1973730,1965837,1976174,1970727,1973590,1964371,1966955
14,54,2703158,2701621,2703716,2702879,2704345,2702110,2700085,2705951,2708395,2703088,2705322,2711329,2701761,2706998,2706859,2699456,2705253,2703018,2700992,2701411,2704415,2698758,2707837,2708745,2697221,2705742,2708815,2699526,2705392,2704275,2704694,2702529
15,53,4623807,4612144,4602855,4601737,4611306,4608582,4610677,4612493,4610189,4607604,4606207,4614029,4613820,4607534,4602366,4608861,4605788,4611934,4614519,4611166,4602925,4613331,4602924,4611585,4612353,4609908,4606976,4614728,4616893,4610747,4607325,4606975
16,61,9304745,9301044,9303558,9292872,9307329,9293152,9298389,9306980,9307609,9294967,9300485,9289939,9298459,9666806,9332123,9678748,10061901,9835194,9832330,9831073,9835543,9828280,9826394,9829188,9849372,9824089,9835753,9816406,9852375,9817245,9809423,9821924
