i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
15,175,1351793,1273365,1263936,1321623,1291103,1259676,1313731,1277764,1271549,1301370,1245778,1277415,1260794,1302069,1268686,1267917,1289357,1284608,1260584,1327699,1282653,1261492,1277205,1263867,1255836,1290056,1248014,1248502,1287053,1301510,1249759,1257372
15,166,897075,863972,868023,862225,847769,844766,860270,875565,862575,861108,841135,848677,841972,890999,873959,840506,867673,901126,869978,865089,856498,841134,846582,841903,887298,864111,873748,883456,872491,841483,876962,879057
15,160,764452,764592,764313,789175,799860,762147,784426,786660,765360,765848,761588,761240,768362,779258,763124,783518,762008,787149,762077,761798,802444,784495,775556,791968,762287,765778,760192,762008,769759,812571,791968,761937
15,165,604801,596979,596001,595652,622471,602217,617302,630362,614858,596560,604242,603124,594954,610108,609620,608921,625264,639860,597748,597399,631409,608433,607734,607594,595582,615905,617721,624147,612902,597817,604032,604522
15,172,834639,835547,829681,838759,839249,853077,850213,835547,839458,835966,839178,834989,835966,829052,852588,836456,854404,822488,822278,814596,828075,846652,852518,815713,824583,829681,863762,869628,842880,845255,818576,855730
15,162,646145,643352,640907,631689,671916,674570,673103,645936,663256,639162,629035,634412,630851,667865,644260,629524,662558,637835,665840,628615,638673,636438,647961,633434,650964,662977,648241,647403,673243,673522,671706,671567
15,180,543762,538315,539921,530353,556752,558568,527489,526233,537686,537407,546835,541318,534962,540898,525255,524557,525744,548861,550816,544530,558917,555216,531261,528189,537477,525465,539781,526303,543553,543692,545508,551445
15,161,600261,618350,604033,608502,622540,600332,598097,622330,606966,610947,600262,594185,595373,585735,628477,600332,611715,608642,615766,619816,597119,606268,621772,620375,588599,612134,615207,614369,584408,604172,584688,620654
15,177,584618,596421,598237,574282,562549,555146,569253,580707,582173,585735,582034,567578,570301,554937,567228,575608,596281,583989,555146,569113,567577,553889,579100,557590,569602,596072,566599,589436,577913,588739,570720,592370
15,173,743431,740357,752439,764382,747551,752649,752300,767176,761239,765569,753347,751532,752509,761798,756909,756979,765708,758516,753278,773391,747969,763265,765359,760611,729533,746084,759842,762705,762287,764592,764800,764103
15,171,552632,571767,557939,578193,561501,567019,573094,547603,571209,558707,578402,554098,567088,575120,571069,576726,559755,562199,565202,563317,559476,574770,565621,562549,552631,549489,553749,557800,570719,544600,571488,579729
15,169,576516,571907,575609,552073,571418,560802,574281,573932,562200,571977,554518,565761,573304,554308,572885,563177,567297,553190,537198,544251,552143,553051,552213,564295,568205,574211,549349,568695,567647,555426,559755,570580
15,158,650545,672125,645656,648729,656062,668564,633784,650546,655085,657110,649358,653898,668423,643143,664863,645238,662837,711444,689795,742104,691401,701806,631479,647752,674010,650196,658297,646564,656551,648730,686862,669960
15,160,484190,481396,490056,477835,493618,490196,471410,484749,507656,485238,493618,480209,491314,475809,480838,489498,492291,490336,484120,499065,486425,483212,487263,499415,504862,500951,480279,501300,503815,502487,472457,484329
15,166,532588,510240,495783,522531,512544,517712,520995,514360,510938,501510,498647,504723,510170,520017,514779,528817,524207,522252,503395,513592,512614,507307,514709,523091,520925,506468,520087,527560,514640,511287,518621,506678
15,162,1016150,1038777,1019362,1042548,1053723,1035146,1050231,1036821,1031374,1048904,1051627,1011889,1044434,1018943,1024600,1013915,1049183,1029558,1032212,1050091,1057494,1046110,1035495,1050231,1038358,1048415,1032142,1048485,1057145,1035215,1033609,1019501
15,164,847908,835128,843369,854963,844836,843579,864460,851749,851051,853356,844975,833871,829402,837642,833312,836595,854474,848398,860550,849235,857197,840716,833871,851680,827096,843299,831357,853984,840436,848747,838620,842881
15,164,501161,493269,487892,497250,515058,493967,516804,487891,496761,504862,501510,508564,507307,501579,524277,502557,489079,504025,491803,489847,501510,509751,514779,515827,503884,513941,516385,508563,520506,510380,510170,502278
15,181,1520733,1526809,1528344,1557327,1506625,1529951,1510746,1514377,1515425,1540637,1533164,1514866,1504110,1538611,1560051,1543220,1527297,1547830,1510745,1509419,1546084,1530230,1531558,1524853,1514167,1527437,1513889,1520942,1519196,1555791,1531348,1542382
15,164,1839056,1811330,1815241,1845062,1801553,1793800,1842199,1834307,1820619,1840802,1795826,1823902,1835843,1810912,1810701,1829278,1807209,1792054,1807070,1792124,1811889,1812029,1803718,1800436,1833190,1815171,1815241,1799388,1829070,1842198,1848624,1860496
