i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
15,225,6138242,5819918,5536164,4769059,4835406,4701805,4504022,4142957,4142119,4123262,4014174,3712892,3672944,3587601,3627270,3601919,3365934,3454839,3396245,3385699,3300216,3172901,3270744,3002914,2995022,3049216,3091190,2879509,2861491,2864634,2967995,2764974
15,225,1505787,1463605,1558794,1520103,1477013,1521710,1395023,1419257,1393556,1456620,1423936,1457040,1436437,1410457,1353819,1374840,1340549,1326162,1369602,1373653,1365901,1328467,1364364,1297319,1289847,1275949,1280279,1317014,1302208,1299973,1267638,1279301
15,225,671567,678760,680786,674779,671357,673033,660881,668913,670868,671776,660672,684557,672195,652082,657460,650755,658507,674011,674430,678621,680227,684696,672195,681484,663396,674081,651453,660812,682811,668074,680366,670519
15,225,694543,686512,699432,696220,660183,690214,692448,687420,687838,672474,663884,688537,681064,672544,699152,677572,662627,664723,656971,663326,689655,691331,692448,672893,666468,678760,675129,681414,661720,694823,674849,682112
15,225,746573,778559,741684,766827,774159,752789,753278,755443,767524,739589,785474,745945,775417,771576,786381,753976,765779,753697,741336,766617,749926,776813,761099,760471,760471,777023,752928,761030,760331,744199,756490,748948
15,225,791619,782750,799441,812710,759144,756560,783867,802304,789663,804259,778699,756769,777791,760681,785962,766827,776184,768572,765360,785683,757399,779467,783448,759493,783588,783448,793435,778140,792876,774997,761588,757538
15,225,778210,763963,780096,754325,753277,757747,777442,810684,778419,776254,771785,796508,786172,782959,758306,757468,766826,776883,795041,791200,754256,780445,758027,766477,754185,775975,763474,759772,793365,787848,754954,791689
15,225,678411,687071,672334,692239,664583,677293,707883,685604,684068,677433,683369,684975,684138,675268,697826,699223,667446,674709,674081,677363,688677,670030,670729,680366,670450,700689,705927,673243,678620,658716,676385,691959
15,225,882549,874867,882758,862505,886180,869139,856499,889672,887647,865578,868511,874517,856917,882758,894840,880104,874168,897843,904339,886599,872771,876961,855451,882200,893374,878079,878359,900567,882619,863902,877101,901685
15,225,991287,964120,980183,1005465,1015661,1009375,1016987,997433,991497,1001274,1010004,1000855,995478,1012239,1004486,981719,961187,964469,1007839,989751,993382,998969,1011051,968311,1014613,992684,1005814,983395,996524,968660,962584,983885
15,225,789593,799510,795250,764382,765499,797974,799929,803212,761658,794483,788197,763544,799301,783517,802583,779467,804120,785054,784635,789873,780864,775835,782470,771296,775766,770039,773112,794203,791409,780235,764173,766757
15,225,683579,680855,700550,671776,707603,670658,702575,697477,679248,693985,675617,675687,694124,699781,686651,699711,684696,682950,695242,689445,671985,679249,673312,676525,696918,707952,689585,679249,698664,687979,694334,672893
15,225,793295,812151,807193,768852,766268,783028,788895,817738,772762,763474,770388,783937,793644,788756,809776,772274,802235,805447,784775,771785,772343,790501,810545,803980,762426,792038,776603,771855,783378,796926,786032,815085
15,225,693915,699712,666678,681553,702645,698105,710746,712422,673871,700690,665700,687140,699433,708511,699223,713819,696498,689306,700131,693775,694613,666957,678830,698105,686372,705508,691401,695871,696429,684976,686093,667167
15,225,1571574,1564870,1539240,1561587,1596368,1541265,1569829,1583657,1543569,1557468,1568991,1575695,1571225,1567315,1559003,1583028,1571365,1528903,1547690,1568153,1546992,1564381,1557607,1549366,1569968,1532814,1569549,1595879,1570667,1555722,1573112,1563334
15,225,683020,685465,693496,690981,713190,698175,687141,677782,679388,676525,690982,689306,701248,692518,694473,702086,709838,681553,673871,694404,672684,685814,709210,689445,702854,691471,685465,683090,688397,680716,668703,673452
15,225,689166,685744,691820,669052,706067,682392,677294,690982,670100,672265,674570,704321,688467,679528,675338,680296,696220,679039,694474,699571,682951,685465,685325,681693,681414,662347,669681,682881,694054,685255,673173,709000
15,225,693356,700898,702156,701877,686791,679948,693217,682322,678550,693845,690912,681484,666259,676734,685953,680646,698454,677782,679319,707883,696848,682601,691401,680785,680785,708791,688607,688956,701178,672404,696149,685115
15,225,710536,692518,713400,706625,780584,762986,693287,687001,706765,705648,708790,698733,701946,708441,668563,692867,686861,709768,687001,666119,668633,716194,703483,705648,690074,689375,710467,701317,685325,696639,692030,696290
15,225,684627,677922,688817,691261,702924,694125,694963,695522,699013,689375,712981,691820,691820,695940,709349,694544,677922,694893,679249,668354,664652,699083,694125,678481,674570,679947,704321,665072,701946,697407,709140,684417
