i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
15,225,727158,732675,704112,711584,703762,702296,727368,680087,790362,695871,760052,790572,742033,688677,680646,677364,704181,740427,700479,672544,692169,704182,704391,725552,697128,699013,672684,687839,710187,708302,707743,792317
15,211,780864,762147,853845,809917,745526,754116,736446,802025,737634,722269,723666,731907,755233,717590,720663,728974,726879,765360,717939,719475,744478,728695,739310,726459,733862,740986,729812,717660,728415,742034,736587,719615
15,202,1590920,1585193,1581841,1589593,1582470,1581911,1600907,1554534,1579047,1603630,1591828,1567035,1609148,1570318,1561868,1611033,1584355,1564870,1575556,1617320,1564660,1561518,1591269,1592666,1551531,1590641,1599860,1561727,1562636,1584355,1578210,1584774
15,186,1623675,1587289,1568781,1608589,1602094,1577721,1575067,1581353,1612710,1599021,1579606,1623395,1599930,1610405,1622068,1596577,1628563,1569480,1621510,1609567,1594761,1603072,1587428,1593993,1575067,1569130,1581841,1607542,1593364,1598183,1586800,1588196
15,184,1820828,1841082,1807908,1819571,1857913,1836821,1833469,1827044,1859588,1806860,1838288,1810213,1810143,1824460,1839475,1834516,1841500,1838568,1817197,1849322,1815731,1836053,1829559,1812937,1799528,1848415,1830047,1834726,1830047,1824529,1806023,1819920
15,157,2072946,2083771,2049410,2066939,2087262,2103883,2044312,2076507,2048083,2064495,2047245,2057441,2042635,2057162,2077065,2076647,2065473,2063796,2064215,2068964,2054229,2091242,2076926,2069034,2064076,2046266,2052064,2061422,2055346,2061212,2064914,2113172
15,159,1628144,1612012,1612500,1613338,1617878,1604748,1615643,1626608,1607821,1593504,1617948,1616202,1623605,1596716,1626188,1626608,1625700,1602094,1609637,1610265,1622208,1606494,1600907,1619764,1631217,1603352,1608799,1619903,1597484,1608170,1612360,1590850
15,149,651593,657808,663605,635600,665351,638464,643702,650476,660323,655225,646774,645028,651313,663047,638044,661300,652431,650685,669891,643073,656062,640838,651034,665281,654596,644959,658437,640069,663465,658996,648101,638812
15,119,3961377,3981630,3962844,3938540,3994341,3975834,3930369,3924153,3951250,3993852,3932883,4009915,3953905,3958793,3910116,3957746,3960400,3921220,3947899,3976672,3953136,3954742,3969408,3933512,3953137,3974437,3957606,3945803,3986659,3957536,3956698,3976113
15,126,1204225,1197799,1187464,1158061,1186067,1191793,1181038,1178244,1176917,1172728,1168607,1172588,1162391,1165325,1182505,1165255,1187533,1182365,1187883,1188301,1169724,1171330,1175870,1194517,1191794,1199057,1191095,1181318,1192212,1161902,1177616,1189349
15,118,3873730,3890352,3904319,3874010,3910604,3909836,3871006,3875616,3852429,3860810,3876454,3908649,3869958,3881761,3855782,3876593,3927226,3866537,3846493,3900129,3884765,3857667,3880923,3875616,4045253,3906554,3892865,3882390,3911373,3876942,3853057,3927715
15,102,1117066,1104076,1057983,1057284,1057704,1069087,1094997,1052745,1064059,1054840,1109663,1062662,1062034,1095417,1094788,1071811,1072230,1060287,1074953,1073836,1099466,1078236,1067830,1061894,1069018,1068389,1070484,1097860,1071392,1095417,1061685,1051488
15,101,3037554,3027148,3009758,2994045,3014717,3000889,3014228,2996978,3021980,3009828,2997886,3010876,2991670,2971207,3010945,2987759,2995162,2980496,3043280,3010945,3009060,2995302,3030221,2994953,3011434,3009967,3025890,3020024,2996768,2995860,2998933,2983359
15,67,2555738,2536672,2515162,2535415,2522285,2564678,2520330,2522426,2557206,2532273,2532692,2553434,2567890,2529269,2569566,2551339,2525429,2542888,2529758,2529618,2523333,2534368,2530806,2534787,2533320,2528292,2565446,2530876,2525708,2524520,2574385,2547637
15,73,2645830,2618942,2645202,2656236,2631653,2642897,2661474,2630675,2649182,2628929,2653233,2632701,2628719,2645969,2678584,2646179,2625088,2643246,2617127,2626275,2623831,2621666,2644852,2641360,2641779,2663150,2645271,2653233,2672159,2650230,2623203,2667899
15,41,3772883,3802216,3750604,3761220,3757868,3755005,3762617,3769252,3766738,3759823,3740268,3781752,3762826,3748929,3768483,3755563,3734263,3778540,3774698,3777981,3786991,3776445,3753677,3770788,3766947,3768484,3756331,3770788,3764572,3777841,3774140,3782870
15,36,9477778,9473098,9502221,9488742,9459620,9496005,9455429,9456337,9488742,9476590,9450819,9519541,9476660,9424979,9515979,9493561,9696162,9500126,9543076,9506621,9480291,9540283,9480501,9492094,9515629,9505783,9480780,9513535,9477708,9497751,9459200,9512557
15,24,6987757,6973790,6942362,6982310,6939778,6971555,6944527,6962406,7020581,6951581,6936565,6933423,6976513,6952279,6950533,6983147,6963313,6944108,6937403,6979237,6954654,6945574,6968970,7032454,6986570,6989712,6969320,6959333,6953606,6928603,6949416,6942432
15,13,22493152,22563339,22514453,22457395,22534496,22541690,22511101,22617604,22479813,22513126,22758887,22521507,22511939,22537360,22529188,22462772,22488193,22473946,22495387,22486168,22534776,22444963,22476321,22431205,22497483,22447338,22474226,22508307,22563759,22468429,22460956,22497342
15,0,49717232,49570780,49823525,49556532,49576367,49570990,49626511,49601229,49585795,49566381,49575110,49569104,49604512,49575948,49870317,49558767,49632936,49629305,49676725,49629095,49607445,49750893,49628187,49599344,49587471,49612613,49845175,49600042,49612334,49638593,49629584,49586354
