i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
1,1,9778,3841,3702,3631,2933,2933,2934,2933,2933,2934,2444,2933,2933,2933,2934,2933,2933,3004,2933,3003,2934,2933,2933,2933,2864,2794,2794,2723,2585,2863,2794,2794
2,2,11524,9568,8870,8731,8940,8869,9010,9150,9080,9220,9149,8870,9079,8800,8660,8660,8311,8730,8031,8870,8730,8661,8590,8730,8730,8661,8590,8730,8241,8032,8730,9009
3,8,42743,36318,34572,33454,32966,32965,32127,33105,33035,33175,32546,31848,32756,32477,32546,32476,32685,32476,32336,31987,32266,32686,32686,32127,32476,32686,32197,32197,32197,32546,32127,32337
4,9,53010,51403,50007,50077,50425,51054,68375,50705,50915,50146,50495,50985,50146,50565,49169,49378,49587,49727,51403,51194,50425,49517,49727,49448,49308,50356,50426,50775,50914,49309,49727,49657
5,19,134235,128369,127251,124876,125784,124038,126483,124876,125855,126483,126483,124318,126483,123201,122990,123410,125086,126064,123131,127530,131372,118660,57829,57200,179213,125086,126204,126553,136610,127111,125086,125296
6,28,222306,219581,220280,214832,213087,211480,210991,212527,211340,212667,212807,249893,199468,198280,199746,198000,199118,198070,198280,197512,198978,198629,197722,201004,198070,199258,197791,199258,199049,198140,210503,199049
7,34,331677,320642,319385,321410,318337,317709,316522,314077,314147,314497,313309,338242,314845,313309,312960,313378,316871,310865,314287,313100,313518,290681,232642,314426,349138,298433,275664,279505,268400,194090,198839,195905
8,47,324414,319804,321480,324274,317569,334401,399563,456484,460046,444681,436160,433646,431411,432249,476738,438535,437417,434903,433436,433577,433437,433017,435461,447754,380147,380007,380077,378401,379449,376166,375538,378332
9,68,557615,555310,541691,539107,542738,542179,541970,541271,549792,542529,543995,542738,543367,542110,540294,564179,522484,524789,519202,520319,521437,523532,519062,528002,519690,520180,520179,521926,521297,519760,526535,542529
10,74,686612,578147,575494,652041,579335,601964,582338,578357,582199,584224,586110,584154,601964,579684,639818,659094,661329,659933,668383,654555,659233,656789,641564,646243,643729,595259,599798,597424,596167,595888,603780,597704
