i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
15,225,693426,683020,723526,694963,672475,702714,709000,670519,716822,671148,697337,708721,685185,710327,716822,699013,699362,695242,680645,703762,682951,678760,674710,677293,706207,700549,708511,699851,707953,677713,664583,691820
15,209,1355424,1339990,1404172,1374491,1329375,1353469,1344949,1380008,1359406,1347813,1346416,1357659,1350815,1363875,1351724,1370370,1356193,1384128,1354168,1359616,1368484,1381544,1362758,1373234,1337406,1366529,1378472,1362479,1360733,1377005,1367576,1355634
15,197,694474,688817,690004,686652,692588,707882,681204,704461,719476,705718,685814,709140,703134,693705,684277,692798,719476,686442,700480,686023,694962,712143,688397,685255,709769,689375,692309,677922,677503,713331,703902,690563
15,192,1642810,1646163,1662575,1671444,1625001,1655591,1668930,1688135,1684853,1648537,1687856,1657615,1659222,1613408,1676472,1645324,1680174,1654823,1621230,1659781,1633102,1651679,1656708,1628843,1678637,1660549,1608799,1658454,1674587,1639109,1627236,1646931
15,173,900986,931785,933531,895119,924731,920121,935626,909576,926198,904268,917468,896237,921728,889812,900986,905735,929550,903570,919424,917607,906992,937302,933600,924173,896936,919842,926477,921867,903989,961327,920471,923195
15,154,999179,966355,954971,959580,988075,953435,976272,974317,976272,963212,996386,968520,988354,982907,970405,959929,969567,974875,990449,1005395,984373,974037,968799,989961,983954,968730,967961,967961,970335,953434,969777,970824
15,165,2001431,1994517,2018611,2042007,2031881,2012255,2010020,2045638,2013582,2014141,1994377,2042635,1989209,2006110,2009183,2018191,2037467,2034115,2031042,2027131,2035093,2006808,2014351,1981806,2006389,2018332,2030204,2020497,2011208,2029575,2002897,2006947
15,146,1134666,1139903,1144723,1150239,1173915,1154709,1128869,1135224,1150099,1162251,1155407,1139205,1127891,1156525,1124678,1130964,1155966,1154150,1154290,1176289,1119371,1170073,1150449,1137180,1127402,1143814,1151567,1116717,1129218,1161903,1151217,1155896
15,130,1024390,1035774,1026835,1044714,1052675,1022574,1030257,1011680,1039196,1051069,1018664,1040314,1054980,1046319,1041640,1052954,1065735,1030187,1044574,1043247,1037311,1041920,1043107,1038289,1053583,1042898,1030607,1041082,1044923,1067830,1044155,1034587
15,131,1121466,1093600,1120069,1117276,1108196,1103657,1107987,1119511,1119232,1168887,1124399,1131453,1123770,1125237,1109245,1120279,1127192,1127891,1118602,1105264,1106102,1124469,1113085,1142976,1111060,1119231,1104425,1128939,1123841,1104914,1126075,1106451
15,105,1082706,1097441,1100655,1077049,1081379,1085010,1079842,1098140,1066084,1073557,1105264,1097651,1095207,1069715,1070973,1084172,1084592,1093740,1081239,1083264,1079004,1066363,1098908,1076420,1075303,1065735,1098768,1064757,1102051,1072649,1069715,1071811
15,103,1527367,1512212,1512352,1485813,1481553,1472893,1477712,1513469,1523386,1493495,1511863,1494823,1503063,1487070,1483230,1479528,1507323,1511444,1511304,1507393,1497825,1503692,1496080,1499781,1526529,1530859,1507882,1517590,1491610,1511165,1482670,1517240
15,85,931925,915093,905316,936114,907760,904758,919563,913278,912299,925220,913418,926617,899450,899590,895539,928922,917398,913417,913488,900986,900846,896586,902383,907411,897424,907970,902033,902452,932413,896516,915652,901684
15,65,1304583,1285796,1298297,1293129,1290126,1285866,1304862,1292500,1286215,1279300,1283562,1305910,1300881,1335801,1300532,1309052,1283002,1287542,1329375,1281466,1303466,1304932,1282723,1289008,1292081,1277695,1310868,1282933,1302417,1288520,1295783,1317084
15,58,1457739,1468353,1445027,1470379,1427288,1417231,1458646,1484836,1434203,1447263,1418768,1450265,1477154,1450824,1450475,1434063,1447612,1462976,1458786,1422260,1447193,1436996,1449218,1439371,1469261,1428895,1437904,1425403,1433015,1450545,1450196,1442653
15,57,2784320,2801221,2760086,2759527,2742835,2772098,2763858,2750797,2763648,2762111,2763438,2770981,2767907,2761412,2759038,2759387,2760994,2751775,2792211,2754150,2720138,2791653,2751915,2755546,2743604,2754708,2763577,2738016,2742626,2732080,2733826,2743255
15,31,3667148,3623080,3679439,3622870,3648431,3646057,3664075,3635999,3620705,3633067,3621822,3655764,3618261,3656812,3640958,3630832,3599823,3633835,3675319,3651434,3648850,3642844,3612953,3666240,3618680,3654507,3644241,3647663,3639980,3694524,3640749,3603804
15,22,972360,967333,966145,951479,966075,966984,966424,955739,958394,957345,981300,971313,960000,954272,991846,951200,965796,963561,968101,963421,963212,963981,981370,963911,958184,953854,973548,960069,963561,963701,972919,954413
15,10,2739973,2773425,2767768,2772098,2765464,2767279,2767978,2756105,2770980,2770562,2763997,2821823,2752473,2770980,2769514,2742417,2743953,2752543,2780828,2767908,2756385,2768956,2743185,2738157,2753172,2739344,2737179,2747305,2748423,2761972,2747236,2755756
15,0,212169,213008,213636,213147,211261,211751,211960,215033,212589,213846,214334,218175,213496,213845,213356,211471,212798,212379,213007,212170,211471,212309,212309,211960,211262,211401,211401,211401,210702,211261,215032,210772
