i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
15,110,1025857,960697,972431,966634,985909,958603,965796,965866,981859,970265,958882,962095,993312,956298,992823,992125,995198,983744,971733,963281,991148,965377,956578,962513,998201,997224,962932,971314,978716,958114,959441,970126
15,109,582872,554867,570370,563527,550327,549628,568904,566041,567577,553190,549350,548721,557241,549140,552701,576237,567088,573933,556542,559057,555216,577983,572326,548930,571628,549699,549070,549209,549908,570022,550955,576447
15,118,839877,793924,808101,837783,821789,797346,824653,812361,820393,792597,804190,821370,813199,815364,838480,841553,830170,798394,810405,793714,827516,823535,807123,802444,792667,828703,830589,847490,835547,827166,833033,829122
15,110,515687,495295,492431,492431,510100,496482,521344,508005,516455,499973,507935,493060,515618,510519,517712,502418,516525,494107,492361,494876,522950,518551,507446,508005,501300,520995,518411,506469,522391,497041,492222,514081
15,111,809498,802095,786730,771226,790362,803980,780235,771226,802514,804609,787778,789314,797066,789523,776953,789454,773461,802584,786940,802514,789803,783378,799161,770318,777022,777162,784495,796787,785054,789105,798951,798114
15,114,590205,585316,603055,587970,589716,583710,580427,579659,580637,600192,593907,575259,599842,587342,587342,576377,580916,590554,590275,576307,580637,588808,598376,582034,586783,602357,591741,575469,576307,587062,585386,576517
15,121,641745,631200,617302,616883,640628,638253,655643,637555,615417,648659,639929,625194,617441,629104,654037,625613,627569,620724,618559,655504,634203,641117,616395,616534,621772,620095,625054,635181,620305,635600,628826,638672
15,115,667795,648729,665072,663605,655294,661929,647402,669262,653269,659555,674570,652501,659345,650755,661720,668913,676805,660951,667307,652291,660742,669541,645936,676386,645936,642863,654875,638812,652500,643631,645517,670310
15,114,601518,583640,565273,572675,581754,577983,570789,591602,573444,580148,572256,572535,585247,580358,561641,590275,585875,587342,580846,576097,579938,583501,558778,567717,575329,588459,588808,569462,574282,578891,600959,575679
15,125,443614,426992,426853,426015,427900,454159,435513,426923,449969,439912,434605,455556,429018,438166,426853,444172,441449,428529,425945,430065,426154,426992,426853,431112,430764,426434,444452,444801,456185,456534,450947,446477
15,114,919214,894142,902243,911811,916281,901545,898472,905525,892465,917468,907412,921099,879685,923753,916630,896237,897494,911672,913766,898541,903011,899031,927036,921309,890301,917189,923963,881641,884714,924033,878288,904687
15,113,1157572,1161763,1167210,1144163,1188302,1142487,1149192,1155617,1166441,1171051,1142696,1152683,1146189,1160785,1151916,1151916,1174543,1161693,1162461,1153522,1174823,1153033,1153103,1146747,1165953,1161484,1146259,1179711,1187114,1174263,1183273,1140043
15,131,626661,621213,640419,620375,643631,636647,618000,626660,622190,625264,623658,607315,609830,648311,609201,663814,621073,707673,687909,620165,637695,619677,636857,618210,624844,638184,674639,607315,640907,622400,612762,638253
15,112,1147935,1153871,1127542,1142068,1139903,1148842,1116507,1116508,1130685,1108826,1108057,1122653,1125237,1128449,1126355,1141021,1136132,1121675,1121606,1129218,1132570,1129148,1128310,1121675,1122374,1139554,1171540,1167629,1129567,1118324,1164766,1124609
15,103,805168,804190,768851,790851,763963,772972,820812,803631,790920,761658,762007,789245,783448,780445,783098,776394,793434,796438,798044,780445,791619,768223,774648,761169,776673,765429,764382,798254,779677,778419,774508,786032
15,111,799999,802793,819973,815294,818856,808869,802095,804469,828983,838551,796438,834849,802024,817809,806843,801676,796717,785613,806983,825002,820811,808241,801885,822976,820392,811872,801815,801745,801187,807752,808310,822766
15,101,3121151,3073381,3101665,3102993,3119474,3116750,3120103,3107182,3118706,3108580,3128064,3085673,3120731,3107881,3121430,3121151,3066886,3094403,3091748,3130509,3106694,3086930,3133302,3132813,3101456,3110535,3138191,3106554,3073241,3131626,3112351,3100757
15,113,1888152,1872997,1886895,1864687,1888712,1892063,1874185,1883823,1862452,1860566,1875651,1904145,1855119,1889269,1869087,1882077,1864756,1887105,1846040,1847157,1893460,1895346,1882146,1891853,1868388,1852255,1866572,1893949,1876769,1854909,1842827,1875022
15,116,1604887,1549017,1542313,1559702,1555861,1533094,1558306,1561797,1573600,1546084,1572274,1549366,1571715,1543011,1542662,1532745,1578559,1561658,1545525,1560471,1561308,1558445,1557817,1573809,1552928,1554674,1561239,1556979,1587917,1563753,1559284,1577721
15,103,2358445,2375136,2358166,2374088,2357327,2364660,2377650,2377720,2361238,2354114,2354813,2353766,2385262,2338960,2346083,2385892,2374578,2349156,2343918,2389732,2388825,2371015,2362007,2388545,2341893,2342451,2360679,2377581,2369339,2360121,2374857,2386520
