i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
1,0,6705,1606,1047,1047,977,1047,977,1047,1047,978,978,1048,978,1048,978,1048,978,978,978,977,978,1048,978,978,1048,977,978,978,978,978,977,978
2,0,4191,2584,2585,2515,2515,2515,2515,2515,2514,2514,2515,2445,2444,2444,2445,2375,2374,2444,2514,2445,2515,2445,2374,2375,2445,2445,2444,2444,2445,2445,2444,2375
3,3,11943,10197,9778,9708,9429,9429,9289,9220,9289,9359,9219,9149,9289,9219,9150,9219,9289,9079,9079,9009,8660,9358,9219,9010,52731,9429,34781,17530,17530,17530,17460,17320
4,8,65581,58947,58108,57689,56712,56642,57061,57131,58178,57689,57340,57061,56921,57550,56921,57340,57899,56921,56711,57201,56782,56293,56991,57131,57620,57479,57271,57341,56013,55734,55664,56921
5,5,74661,71029,69912,69353,69213,69912,69004,68795,70191,70680,68584,69143,69144,69632,69353,69074,69213,68724,68584,68934,69423,68934,69283,69911,69562,84438,69632,69632,70401,70121,69423,69423
6,6,82903,78991,78781,77384,91981,78083,76966,78013,77803,77944,77525,77734,77524,78083,77454,77594,76895,76966,77524,76826,76407,77385,77944,77734,76826,77594,77105,76756,77873,77734,77664,76896
7,16,226986,220560,220212,218116,231666,217277,217068,218116,218884,218186,219304,216859,217697,218814,218115,217417,217767,221189,216439,217418,217977,217488,264002,208966,204776,205684,207779,204427,205754,204566,203868,204846
8,20,242980,236764,237462,236764,233830,235367,235017,245913,234529,234808,232852,233760,231176,230478,231526,230478,231665,234179,230269,232084,230548,232154,229989,231805,239348,233062,230269,229989,232364,232992,232992,231316
9,23,632766,615795,607414,634443,580106,577033,577522,575776,582621,580874,588906,579757,580665,581852,580386,585135,577033,590303,579407,583389,581084,576823,579058,584855,593515,556011,554753,553357,551332,550982,552938,562786
10,19,637656,622011,622849,625643,624106,628856,625573,621662,624036,624037,622570,641916,596518,595262,597986,594703,597916,596868,602595,597706,597706,596588,600709,593097,597147,602176,597007,595750,593096,594424,594773,615376
