i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
15,225,1690509,1617877,1615712,1629680,1625699,1623325,1593225,1610684,1643089,1593084,1640575,1576742,1650562,1635197,1604748,1652448,1577301,1583935,1578558,1586311,1631566,1596926,1608938,1588475,1579396,1639737,1596157,1614874,1582539,1588475,1632543,1632124
15,211,1556699,1524084,1481693,1534560,1525202,1527018,1558096,1498035,1490562,1522128,1510186,1537982,1484626,1496289,1495171,1534839,1561588,1486301,1541055,1548109,1560051,1520243,1487489,1506135,1495730,1562286,1508859,1524782,1498314,1541614,1541265,1522897
15,193,1398375,1383151,1428755,1383080,1408431,1407384,1362269,1408781,1381404,1406127,1403683,1373932,1424216,1408921,1401169,1368624,1409479,1409060,1364783,1381055,1372325,1361571,1415625,1388458,1362687,1368554,1394395,1362618,1374280,1419257,1430990,1416323
15,197,1422958,1437624,1406197,1394744,1417161,1431618,1458506,1424145,1451592,1394534,1409688,1411225,1413949,1410946,1394534,1400819,1450893,1445027,1402356,1415974,1430430,1401518,1443840,1431549,1453757,1421282,1447122,1431338,1403054,1438811,1437625,1393696
15,182,1387061,1404102,1370091,1412064,1415695,1410527,1406965,1414507,1412762,1379240,1383499,1369811,1387829,1407524,1374211,1378960,1377913,1379728,1395302,1413810,1392020,1393556,1387411,1401727,1370580,1427149,1392299,1403962,1379449,1389506,1425752,1371627
15,152,1143534,1162461,1113085,1119370,1140602,1168537,1130056,1116787,1119999,1110990,1117066,1142278,1113504,1137599,1144163,1114202,1150659,1119441,1125726,1112387,1149052,1142487,1113085,1116787,1116018,1119300,1132011,1141719,1116926,1159947,1160016,1135712
15,156,1178593,1186904,1172937,1166721,1180898,1153452,1174124,1161134,1163787,1200314,1178244,1181178,1170562,1157572,1156245,1153033,1167210,1212116,1190116,1198638,1162740,1203037,1168257,1166372,1154080,1157922,1156175,1190815,1189418,1163927,1188790,1177755
15,127,973269,996594,976970,970126,977948,999458,978506,978157,970335,971313,977110,970335,989541,981299,976201,981579,1000785,996524,1026486,1003439,971382,974037,975015,1006232,995757,1005185,982207,983884,995198,996036,1012797,993871
15,127,1159528,1133688,1138925,1146677,1138088,1148283,1152963,1135224,1133268,1155546,1139414,1179780,1184599,1137948,1166721,1147306,1151566,1132291,1129986,1134316,1139693,1126285,1130963,1127053,1126424,1160366,1148772,1173215,1136341,1166651,1141579,1125446
15,120,1405149,1407943,1373583,1382452,1382033,1374420,1400400,1381265,1418000,1395093,1384407,1392718,1387270,1431268,1387131,1404870,1400680,1376376,1394813,1388598,1405499,1401867,1376236,1411924,1378541,1394813,1382871,1380706,1395302,1393765,1393626,1376376
15,104,1026625,1035076,1026486,1019572,1039964,1048555,1023133,1054351,1024041,1030326,1051767,1050719,1025577,1033958,1065874,1050510,1037240,1060008,1020479,1051208,1030536,1044853,1021667,1043317,1039824,1019012,1018314,1052955,1019082,1022435,1019572,1025158
15,114,1095067,1092343,1084521,1097092,1097232,1108894,1096813,1100514,1107917,1083823,1099466,1103448,1100165,1103308,1099047,1081727,1087943,1090109,1088851,1103587,1090178,1092133,1099397,1114761,1091155,1131103,1111269,1082985,1093251,1107917,1096114,1113853
15,80,959091,991286,971871,956717,958672,972291,959511,961395,954621,956577,970964,972919,955530,951828,967612,955739,953783,986468,995059,950780,953435,974944,950432,968449,966076,953923,948755,999667,1109244,994569,964748,959510
15,69,954203,952108,976202,953155,966983,944146,966285,958951,959859,945962,939118,955669,968380,962165,957346,984513,967122,956927,975783,957275,938629,948546,938977,944914,965517,969009,948126,978646,961465,960558,950082,958183
15,58,1018314,1014263,1012518,1009026,1004835,1020619,1007699,1002949,1000156,1002112,1010423,1006093,1001064,1001972,1002880,1002042,1003229,1011540,1016499,1018314,1009166,1022086,1009934,1000925,1011051,1005813,1002950,1030326,1021806,1009026,997083,1010213
15,37,2809879,2825035,2836208,2831879,2826571,2834882,2823987,2831599,2819028,2822172,2827548,2859605,2836977,2828805,2830552,2831879,2801289,2817283,2810089,2804223,2835021,2846196,2845916,2852761,2826431,2828247,2819797,2831320,2815537,2825104,2822032,2858906
15,31,2090963,2084189,2091102,2112543,2091871,2086074,2080347,2086982,2076367,2124625,2115756,2100601,2099902,2098925,2101160,2104092,2108771,2095293,2099274,2095572,2085864,2107235,2098855,2095083,2113241,2089217,2100391,2112683,2108074,2076855,2106955,2103743
15,23,2178470,2187898,2175956,2195162,2202006,2177633,2183219,2211853,2194813,2192508,2176585,2169321,2180496,2205638,2205707,2188806,2183080,2182591,2175049,2184966,2176514,2179588,2175816,2174141,2176026,2192438,2179798,2198025,2199421,2176026,2177842,2182730
15,14,2062120,2057720,2068754,2059465,2058139,2066938,2059535,2057300,2061212,2052971,2075040,2053460,2064075,2054437,2061281,2066310,2051085,2040191,2043822,2043472,2065890,2075039,2060304,2040260,2045218,2062050,2074970,2031810,2042216,2042006,2053460,2039981
15,0,220340,212658,212239,211681,214893,213776,214195,214754,214823,213356,213566,214124,213915,213008,213077,212658,214264,212518,217757,213007,214404,213776,212938,212798,213915,213496,213008,213845,214753,213915,213497,213426
