i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
1,1,3423,1676,1816,1746,1187,1257,1187,1187,1187,1467,1187,1257,1606,1118,1257,2515,1117,1676,1677,1676,1606,1746,1677,1676,1676,1676,1677,1676,1606,1676,1606,1676
2,4,4680,3631,3422,3492,3492,3422,3004,3352,2864,2793,2794,3841,3492,3422,3422,3422,3352,3283,3283,3422,3352,3283,3213,3422,3352,3283,3283,3352,3492,3353,3352,3352
3,8,10127,8590,7613,7613,7403,6775,8032,7822,7473,7543,7543,7543,7543,7473,7473,7473,7542,7472,7542,7473,7473,7404,7473,7054,7473,7473,7263,7543,7543,7543,7333,7822
4,15,22698,21231,20672,20952,20883,20882,20882,20813,20533,20673,20813,20813,20813,20533,20812,20603,20742,20743,20673,20463,20812,20812,20952,20743,20813,20813,20812,20743,20812,20812,20183,20534
5,22,41485,40158,40158,40158,40228,40228,40089,40298,39670,40228,40228,40298,40228,40158,40088,40228,40158,40158,40228,40089,40158,40158,40089,40228,40089,40368,40158,40228,40228,40368,39879,40367
6,31,99383,129764,96659,96171,96729,96101,95752,95961,95822,96170,96101,95891,95821,95821,96240,95822,95681,96031,96241,95891,96101,103504,105460,95752,110907,103434,104691,95752,95682,96101,95891,95822
7,47,109091,92399,92050,91701,91980,91910,100570,94215,94564,122570,109300,102107,110348,122221,107485,116633,95472,95682,95612,94495,93586,92888,93168,93098,92749,102456,95682,94844,94425,94424,94424,94844
8,54,122710,121662,120545,120685,120615,120824,120615,120825,120685,120336,119916,120615,132139,120964,120475,120685,120685,120755,120685,120754,120615,120195,126272,116145,117053,116564,117122,117612,117263,117332,117262,117262
9,78,225096,237737,205541,205052,205332,204983,205751,236550,205681,205262,205262,205261,205332,205192,205262,204912,205471,205122,205122,205122,205192,205331,227332,227262,204703,212316,223141,205262,205541,205402,205402,204983
10,91,266232,272099,260157,265395,267490,265813,262601,290746,274474,301153,262391,306810,324829,261832,302550,278315,275522,268328,269026,270004,269026,265674,263788,288372,269306,266092,266024,264068,269166,256105,256385,255058
11,106,340613,330276,329648,344454,353324,327552,327134,327482,327343,326854,327204,359051,326644,328042,326924,327483,351927,327134,340892,328181,327343,327622,327204,327692,341451,327622,327343,327134,361705,335165,342149,328600
12,130,541824,537494,537284,565918,559005,535957,583379,539240,539659,542802,541963,540427,572624,574859,532186,553697,551112,548039,524434,578699,551671,559633,561449,537913,545875,536516,559843,698616,565919,604541,628426,567665
13,152,715029,698127,709022,699594,693937,692330,696521,703016,702388,798837,712305,709231,690165,694774,729066,691562,687582,718311,670610,664394,674032,669981,670051,697080,669632,661671,668585,650775,651753,686044,651124,651614
14,178,719079,717333,740591,713841,713702,713003,713004,712933,766083,713353,712444,712863,712654,757771,831173,808127,768177,791015,786964,778653,778793,797790,790596,820628,785777,817904,762031,755466,764196,756444,747505,713073
15,206,723898,776349,784241,719778,739752,740800,741009,762590,739473,727530,720406,753999,754139,720197,720406,719918,720546,751555,719848,719219,720407,719359,720127,756025,751905,719917,719499,719987,741777,719359,719498,719569
16,234,873916,894240,859878,845072,845002,855967,899477,844234,844514,844303,866932,843885,894728,843535,843675,850799,844932,843885,844094,843536,867630,843535,843745,843256,850799,843466,844373,843745,843815,850939,843325,885510
17,261,1350159,1388362,1348553,1367969,1352324,1360426,1344153,1355956,1365315,1350160,1343455,1391575,1356096,1343455,1343385,1351556,1348554,1345760,1354978,1362102,1359727,1349741,1406870,1388293,1389620,1422025,1390737,1389899,1398699,1370762,1350648,1348344
18,304,1242395,1245887,1228776,1261602,1335284,1383822,1360007,1395765,1393949,1346248,1354001,1392343,1350159,1335213,1350439,1366572,1339334,1333538,1544387,1533561,1341499,1542012,1376140,1334236,1351835,1406870,1341220,1307138,1298337,1297709,1294287,1261113
19,323,1600957,1625472,1592646,1596907,1587478,1612551,1592437,1633433,1594323,1592577,1601656,1550672,1546133,1552628,1562754,1588177,1551091,1597605,1565758,1545923,1555491,1544037,1562545,1551231,1548717,1545853,1619884,1586220,1596487,1611363,1561079,1720105
20,353,1690913,1685883,1637624,1591948,1617090,1601935,1664163,1610036,1636506,1623586,1656341,1627567,1628405,1612970,1616672,1655502,1744480,1914751,1816975,1799165,1761102,1719896,1762778,1701319,1814530,1796232,1727020,1722410,1726391,1709559,1721781,1716614
21,404,2378214,2527394,2342107,2261231,2323249,2298177,2359776,2400773,2327370,2267657,2288049,2328767,2305300,2310747,2353700,2458252,2353002,2355865,2330653,2325903,2271986,2296849,2315846,2300132,2260253,2294614,2309980,2260113,2252711,2269891,2234622,2204590
22,428,2425496,2501622,2475153,2446029,2485489,2483254,2497502,2489749,2502740,2474105,2662395,2610155,2580962,2498549,2528231,2542480,2474036,2532842,2475502,2453292,2487654,2482346,2457414,2486886,2535076,2475921,2441280,2456296,2495057,2431852,2529839,2492613
23,492,2746553,2721760,2687329,2667074,2688307,2640815,2628244,2640396,2711075,2708630,2942596,2798027,2696478,2672313,2737963,2725391,2804661,2747811,2703392,2635577,2743480,2786223,2699201,2766388,2707932,2635437,2699900,2727278,2700459,2728604,2713030,2674059
24,508,3157775,3227406,3159033,3369323,3382243,3205756,3200658,3277761,3325393,3212810,3145414,3264352,3251152,3097503,3254156,3204639,3170765,3217489,3104627,3197026,3177820,3202474,3204499,3100157,3135007,3097643,3165947,3215045,3087725,3133890,3220702,3230829
25,568,3266587,3175795,3200239,3356262,3243540,3166785,3163503,3188994,3210225,3285793,3220981,3172023,3178867,3224124,3211902,3166435,3163083,3192766,3211972,3257927,3180892,3166296,3181381,3239070,3229851,3172652,3156169,3187527,3216092,3424846,3335729,3403545
26,608,4463936,4353797,4243797,4226827,4145392,4255391,4220540,4166763,4182477,4380267,4178916,4175493,4128490,4330050,4220122,4151538,4157475,4189811,4128281,4159918,4176261,4309588,4217467,4455554,4507865,4451084,4264051,4188693,4179334,4245334,4182407,4181360
27,662,4090637,4316432,4187856,4035393,4097342,4119132,4003756,4049641,4050619,4033577,4004873,4031901,4059279,4109703,4039443,4053691,4019120,4255670,4112706,4036720,4025965,4026873,4069684,4035812,4296527,4379848,4215582,4041189,4087913,4147976,4033856,4055717
