i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
15,225,1618366,1608868,1621159,1603840,1654961,1582330,1647069,1677798,1645952,1624791,1608868,1644137,1584425,1612080,1686179,1636384,1667742,1624582,1657825,1626607,1639247,1674935,1603281,1597834,1648048,1619833,1610195,1603281,1606074,1578488,1577930,1617318
15,211,1549994,1554534,1485743,1497755,1548737,1486650,1517030,1495590,1489304,1553556,1563473,1529672,1490422,1552439,1551880,1533024,1549156,1529671,1504530,1513329,1523595,1511513,1514656,1527436,1526808,1542312,1538262,1524224,1520593,1525062,1534630,1499990
15,193,1364643,1383569,1426381,1401239,1409689,1407594,1384616,1368554,1434132,1427777,1415556,1424774,1429803,1389296,1365481,1380287,1410806,1368763,1387760,1398096,1391392,1402077,1433434,1425262,1384337,1387620,1396001,1412832,1407315,1416463,1421003,1362408
15,197,1421492,1435250,1431059,1396629,1459065,1406057,1437694,1414089,1424634,1442234,1434482,1395163,1433783,1431199,1428056,1419815,1443700,1463045,1437065,1435389,1422051,1396629,1444538,1430221,1414787,1421702,1434551,1417999,1397118,1428127,1446284,1439160
15,182,1388318,1380077,1380566,1368763,1392160,1426450,1396838,1373931,1370370,1369462,1394115,1366040,1368973,1400121,1371976,1370300,1398654,1369113,1367227,1379868,1368554,1378122,1412832,1572901,1500060,1505507,1375957,1395442,1377144,1369741,1428126,1377424
15,152,1140601,1118742,1114273,1112387,1149750,1131033,1117485,1159109,1157363,1112526,1121466,1154778,1162950,1110641,1113224,1131243,1128659,1118812,1142347,1171470,1169584,1118603,1159108,1112596,1123840,1122374,1147516,1112945,1141160,1174264,1143185,1154150
15,156,1170073,1169375,1153522,1179361,1200244,1197450,1199894,1186136,1183971,1168537,1177895,1160296,1162670,1208624,1184180,1169165,1174473,1207367,1176429,1182644,1212884,1160296,1153102,1187743,1198428,1170283,1152055,1177057,1157991,1153801,1155827,1191584
15,127,1037729,1021736,1014752,1016638,1016499,1014333,971174,976411,971872,971173,980951,1000296,977249,977529,990518,983674,1009584,974456,989890,1006372,981579,1015940,981090,977668,972780,972430,971871,996385,977739,972290,971872,985071
15,127,1132151,1175870,1168746,1160505,1137179,1176708,1135573,1152055,1146118,1172308,1154429,1163788,1160715,1185088,1128450,1146329,1136411,1126703,1136621,1148074,1174822,1136062,1155058,1161414,1125516,1156385,1136062,1131383,1147166,1133338,1140531,1174404
15,120,1409200,1405498,1407385,1423866,1388598,1376586,1408362,1400121,1400121,1402216,1405079,1396489,1394883,1382242,1385594,1396489,1382522,1378541,1407594,1401658,1394534,1384966,1411225,1383290,1382033,1396978,1394604,1390553,1384966,1378680,1405568,1431199
15,104,1029139,1026974,1039615,1029418,1022644,1038987,1047297,1047297,1055888,1025927,1029000,1030676,1048205,1024460,1038219,1024251,1030536,1041081,1026066,1044295,1036752,1030187,1024180,1037380,1029768,1023063,1023063,1045551,1032003,1020689,1021457,1026485
15,114,1114132,1112945,1105543,1091575,1090597,1101282,1103796,1100374,1107289,1094229,1084940,1095276,1094997,1116227,1130265,1087804,1098559,1088152,1111689,1085499,1087314,1090667,1115669,1094717,1130475,1123421,1100863,1099466,1098908,1094019,1092832,1098350
15,80,966424,950990,951758,960139,952596,962024,960768,962164,965865,957765,950850,949384,992753,953574,951689,949663,956507,966774,955110,959161,965028,954622,950152,966773,949803,953505,953923,965167,959929,966075,964190,964189
15,69,971593,948127,950990,951409,941352,943587,961605,961955,960418,960488,968241,978926,941422,944285,951758,945473,961814,957625,965027,975364,972919,942330,947219,943588,943168,987795,949593,950780,941143,964469,975364,943028
15,58,1016988,1021946,1000505,1005324,999598,1003509,1018943,1023343,1032143,998550,1020479,1019222,997851,1005743,1028581,1014892,1009305,1005953,1017546,1008886,998271,1003438,1006092,1004976,1009236,1017057,1009724,1011470,1004975,1024949,1007909,1003439
15,37,2856532,2842983,2849478,2845428,2859534,2837885,2855484,2846196,2847802,2861141,2859395,2842983,2834463,2858766,2830133,2820844,2827898,2842285,2809251,2857090,2881394,2875947,2847662,2834044,2816165,2835021,2840958,2842494,2823288,2829924,2871477,2861490
15,31,2109190,2113660,2103743,2104931,2111007,2117501,2101927,2128327,2121482,2121691,2126301,2135589,2110098,2112054,2115825,2104512,2111496,2135031,2106816,2129862,2121901,2105350,2138872,2107025,2110588,2106537,2109470,2105141,2120923,2102207,2118899,2126091
15,23,2300618,2296148,2294542,2305087,2290980,2293843,2298872,2269679,2302853,2274079,2307741,2280155,2282390,2276453,2278270,2297335,2286441,2293564,2286161,2276942,2293564,2298942,2293354,2282111,2289024,2271565,2280644,2274149,2267165,2288117,2264720,2291888
15,14,2233293,2276453,2436314,2301176,2266606,2256690,2256480,2255921,2248937,2243489,2250264,2255362,2235947,2246424,2255363,2243700,2247262,2239369,2242163,2253477,2240556,2240626,2250544,2245306,2250055,2260391,2235808,2256759,2243769,2242163,2237693,2240626
15,0,218524,217128,216430,216639,216709,216639,216359,216149,215661,216220,216219,221318,216010,216499,218595,217617,216569,216848,216918,217407,216499,215033,214544,214684,215103,216150,219013,216779,216988,221667,214473,213775
