i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
15,225,695800,725901,710187,705368,676874,677782,697476,683160,686093,703273,738681,781422,791759,839388,717800,665630,668843,736656,694474,694404,702505,681414,666049,721361,685744,682531,709768,682670,682810,728974,706764,682880
15,209,1560819,1538331,1487768,1541614,1441256,1399982,1373303,1356752,1371347,1396629,1401727,1359684,1399213,1385943,1414438,1398864,1366948,1399981,1399912,1392020,1383290,1383150,1381055,1412971,1387829,1413251,1379169,1394394,1391740,1372535,1387969,1375677
15,197,699431,688258,676944,688328,694194,700689,703552,692658,688677,698105,700061,680086,693426,701178,714238,701248,883596,719546,723247,682810,698594,703134,715145,690143,692658,703622,710047,684207,699292,690353,693496,736935
15,192,1862591,1797501,1825158,1828719,1817475,1822853,1801133,1793172,1840661,1789191,1826065,1793311,1820619,1821037,1791496,1812167,1822364,1808676,1867200,1839963,1796105,1791914,1822643,1827533,1841220,1830954,1795966,1828370,1822294,1808606,1817894,1830396
15,173,1216865,1208973,1212814,1218331,1221056,1223081,1237747,1215538,1250247,1211347,1204713,1236559,1226643,1217773,1216306,1248502,1216376,1203386,1243753,1234395,1203106,1229855,1230344,1233626,1215188,1255975,1206948,1224966,1243474,1233487,1237747,1242565
15,154,1419047,1420793,1420095,1393486,1419955,1422329,1426729,1415206,1407174,1409410,1418349,1395442,1425542,1406127,1421491,1424704,1418139,1418698,1426660,1428056,1391949,1411854,1416044,1442093,1414996,1432526,1413041,1408501,1397746,1401029,1420654,1397607
15,165,2059955,2078811,2064494,2065471,2065751,2063586,2055834,2054018,2070150,2080207,2082443,2064284,2080277,2078392,2091103,2094873,2075039,2075110,2107095,2057650,2076017,2063866,2066729,2072106,2078741,2077623,2082513,2066519,2082931,2071757,2067846,2075249
15,146,2089845,2104371,2101298,2103882,2109958,2099971,2082163,2106397,2093686,2097667,2100810,2068963,2114638,2083210,2074272,2072665,2099902,2080557,2103813,2081325,2079928,2107305,2086284,2078322,2080487,2075807,2090265,2077204,2094804,2086424,2059675,2059884
15,130,1935921,1914411,1932569,1951425,1932359,1930404,1944441,1945419,1928449,1932290,1945070,1946047,1908963,1939692,1912176,1904704,1924957,1946258,1933337,1920906,1941997,1949680,1923560,1954079,1924817,1921115,1932150,1967279,1931103,1911757,1936549,1939203
15,131,2146973,2101788,2125952,2112403,2106048,2110936,2116524,2130142,2106955,2114847,2099692,2101648,2121482,2128465,2122110,2111355,2143132,2123228,2102137,2141665,2121063,2133215,2095852,2119457,2105070,2100950,2112472,2115336,2146135,2136777,2123158,2112403
15,105,1201082,1199336,1210021,1198008,1181876,1228388,1194726,1192282,1201570,1220567,1179292,1206319,1192491,1198498,1207227,1217982,1203107,1210719,1190047,1200802,1218611,1182365,1200103,1213722,1231950,1192561,1188161,1204573,1181596,1214351,1208764,1217842
15,103,1596507,1596227,1575834,1606284,1577091,1610963,1594272,1594132,1583517,1590920,1597973,1612570,1588266,1588406,1588475,1591687,1588196,1587288,1604399,1606982,1586729,1567454,1601046,1587567,1601674,1604050,1605586,1596506,1584215,1612849,1603490,1627934
15,85,1242845,1226991,1254927,1239842,1223988,1257860,1248013,1230413,1233346,1229575,1247734,1240610,1241448,1208135,1227551,1232159,1252552,1250457,1217703,1239283,1243962,1234045,1251085,1229296,1241867,1234254,1233416,1248152,1255764,1236699,1235721,1237886
15,65,1598043,1580234,1596506,1575904,1566196,1589313,1603211,1605515,1572273,1564800,1581281,1598881,1585891,1581422,1585612,1589383,1611941,1612150,1611731,1586799,1604538,1574368,1604538,1574019,1581700,1584355,1599859,1589034,1613896,1578837,1581701,1612360
15,58,2345943,2222189,2194323,2174280,2200050,2221002,2171277,2176794,2179798,2195860,2166807,2213390,2179029,2187549,2224424,2202076,2177143,2186501,2233992,2215973,2200749,2187689,2163245,2166528,2206476,2187060,2200190,2187130,2177214,2196349,2161779,2199562
15,57,5127468,5140039,5138502,5145206,5112732,5138223,5165600,5176145,5135429,5142553,5146394,5096808,5137525,5097787,5137734,5120414,5157638,5126560,5145068,5111824,5157499,5144648,5084029,5145905,5140178,5132427,5108751,5130821,5128655,5137176,5124604,5125233
15,31,8546828,8586845,8563169,8576718,8508067,8589569,8550599,8579233,8497242,8594597,8551716,8587193,8618341,8593409,8542427,8555277,8596134,8574623,8525806,8536491,8578045,8576928,8565544,8584610,8553532,8508975,8596273,8620088,8549342,8586635,8552833,8511699
15,22,9656979,9589654,9642662,9613749,9642173,9615844,9630999,9680166,9638612,9842400,9635609,9574989,9604111,9574150,9624295,9606346,9644058,9625133,9580715,9623107,9639939,9590353,9644687,9640288,9590214,9629881,9617381,9599013,9584067,9629184,9590702,9632186
15,10,22027181,21896723,21936810,21995684,21949870,22100302,22015868,21889110,22021315,21962510,21953781,21972358,21997849,21989678,21966142,21973755,22007766,22292288,22033187,21992262,21897352,21899377,22043174,22032978,21955457,21955667,22032698,21978015,21949870,22038285,21989887,22021315
15,0,49690742,49687181,49709459,49698424,49716792,50055927,49749825,49689974,49801017,49718119,49754853,49782929,49794313,49741936,49741518,49699056,49665673,49930780,49748781,49730204,49723155,49748659,49786232,49706896,49718908,49704870,49772823,49777433,49768004,50006363,49760741,49698655
