i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
25,625,8444702,8268843,6553349,4918731,5855782,5635156,5475221,5424027,5324574,5237414,5232804,5114914,5118266,4791342,4658295,4868866,4737914,4742384,4525250,4497733,4467212,4387314,4399187,4296871,4246306,4240230,4355118,4349880,4269773,4273125,4281506,4578049
25,545,3254012,3112165,3032617,3038274,3058179,3085486,3102667,3185219,3317427,3278945,3245980,3186406,3207009,3180400,3207777,3243466,3245072,3224818,3224818,3055246,3086953,3032337,3103854,3051893,3055734,3136330,3119569,3078293,3084090,3037296,3033664,3114260
25,500,6341453,6677666,6415484,6110700,6054688,5976187,5807242,5700806,5517474,5485068,5276385,5258995,5092354,5047726,4956026,4841278,4855107,4651800,4664022,4591947,4487605,4477339,4410641,4315728,4333467,4178770,4201888,4151114,4037203,4033782,4021978,3901084
25,438,3080738,3059156,2998674,2968713,2976605,2963055,2909209,2880714,2887209,2873450,2833711,2794181,2794810,2792016,2772391,2706252,2719242,2713795,2725179,2633757,2659319,2652196,2638926,2607008,2589269,2561542,2630615,2961310,2797184,2748086,2721198,2725458
25,349,4955397,4848681,4902947,4865303,4857341,4733095,4722269,4747971,4686511,4698315,4766339,4696429,4722968,4703413,4836040,4757051,4696708,4696778,4730651,4696429,4737425,4805380,4741615,4687629,4733025,4709419,4723527,4714796,4701806,4673731,4701947,4696219
25,285,7628405,7403659,7597396,7374325,7435716,7476851,7496267,7421049,7436204,7750906,7408408,7430757,7397443,7762499,7541524,7925088,7474337,7440185,7424820,7374814,7441303,7390249,7425868,7406871,7424611,7366224,7556609,7769623,7385570,7482858,7393531,7422865
25,214,4036785,4026239,4021839,4067305,4018207,4018137,4018417,4130929,4081622,4041045,4022677,4071774,4035248,4017439,4015902,4139590,4076873,4022188,4019185,4129044,4126110,4023654,4022258,4117800,4213620,4212364,4072194,4126181,4117031,4036156,4023654,4159285
25,124,16069406,16033229,16507167,16412812,16066542,16028759,16404501,16531890,16372794,16390463,16251620,16026664,16063120,15996492,16218725,16198960,16021007,16018772,16149234,16001032,16425593,16209157,16014651,16021425,16147836,16098529,16311613,16109844,16050689,16007527,16038676,16006479
25,71,143611615,141918539,141622625,143888742,142083154,142123033,141238014,141511439,149105483,149047166,149144804,143374785,141459059,141093373,142046628,141230471,141435522,142261457,141892978,141961771,140906969,142134906,142251679,141236686,142029028,143338748,141884457,141946266,141342006,141700358,141933905,141952063
25,0,87117199074,87090818594,87538358576,87455777101,87246498615,87185786436,87169138478,87286317259,87299637664,87396638165,87166363948,87209499480,87308679964,87573959123,87023950916,87066295056,87300314117,87104297625,87148251084,87160897664,87124398549,87207891505,87195538962,87049677335,86997725057,87148971127,87197164770,87017810735,87188992447,87277772703,87400870705,87208703157
