i,a,tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,tiempo7,tiempo8,tiempo9,tiempo10,tiempo11,tiempo12,tiempo13,tiempo14,tiempo15,tiempo16,tiempo17,tiempo18,tiempo19,tiempo20,tiempo21,tiempo22,tiempo23,tiempo24,tiempo25,tiempo26,tiempo27,tiempo28,tiempo29,tiempo30,tiempo31,tiempo32
25,625,8114850,7987251,6192837,6315756,6033181,5818072,5759126,5568601,5504348,5372768,5288052,5209481,5069311,5083489,4875713,4875014,4777935,4777586,4721086,4521411,4536637,4462326,4377051,4366784,4269846,4224868,4219071,4107257,4082882,4085746,3969112,3957378
25,552,7025197,6888310,6759453,6690311,6528002,6485818,6423660,6277833,6179497,6315896,6163433,6314150,6251293,6333006,6404174,6458161,6347604,6280347,6228735,6318131,6191720,6204919,6407737,6176494,6211973,6349838,6187040,6385527,6576680,6263236,6216722,6228665
25,467,21474241,21869260,22979795,22201072,21776860,21604215,21694728,21603516,21251170,21409987,22061601,21288954,21363195,21506508,21550647,21401467,21517472,21800607,21795927,21151089,21361728,21148854,21338122,21222117,21957538,21513841,21339239,21509510,21389454,21387849,21201304,21322338
25,409,15374852,15409772,15316674,15440851,15303404,15261710,15625440,15479333,15793406,15660010,15388051,15350337,15739769,15201367,15294814,15185863,15498958,15433796,15374222,15296630,15484920,15196967,15395384,15295442,15327011,15506291,15586678,15296839,15219735,15390355,16168031,15393987
25,331,30193213,30730846,30208299,30617704,30074623,30262006,30805994,30459235,30380595,30268012,30159200,30717506,30227505,30230507,29986903,30032859,30044801,30287009,29984040,29957710,30296506,30232393,29972098,30465661,30605970,30224990,30591024,30725886,30389394,30109404,29959596,30328144
25,273,27507212,27635021,27784480,28144019,27551701,27599193,27678811,27500997,27853622,27931774,27856485,27668265,27736849,28114896,27669034,27688938,28182920,28183829,27697528,27771419,27717363,27868219,27621472,27627827,27700392,27824568,27839654,27475366,27753750,27643541,27768486,27678043
25,216,65563221,65997350,65901249,65717080,65555678,65569018,65314238,65678528,65639486,65248659,65558192,65701156,65817021,65465024,65472149,65103669,65093473,67647195,69190672,69112590,69271268,69044845,69297808,67442562,65577328,66920363,65672452,65536262,65345317,65984080,66749114,65412575
25,147,128842024,128027124,128675385,128908024,128191599,128123505,128384708,127949182,129053013,134376963,129104696,128793974,129304300,128837904,128815345,128444353,128238601,129279017,128479482,128620490,128441488,128342315,128384988,128039067,127872707,128516777,129194021,130555215,129168809,129112657,129879577,128554701
25,64,722490202,725742051,720828834,720218008,739375217,720070854,725939001,723295325,724045344,719741137,720969913,725182209,720862707,725919098,724080474,723016382,722602856,721755271,723216826,721471090,721741303,726414129,724205839,721554899,721133760,720216892,723297981,725504386,726385914,723059127,724801092,725954509
25,0,86790884415,86786505870,86959949732,87215371294,86892172068,86741931613,86891650775,86975434154,86762408629,86806624510,87121078874,87059828873,86853038592,87024337346,86718390354,86829242551,86992002167,86790705541,86891603494,86894224165,86942396673,86871863876,86802026150,86787035761,86908126146,86942339737,86677703258,86822912044,86839529948,86915597072,86884360150,86871477999
